,Unnamed: 0,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,canceled_rate,total_stay,IsCanceled
92581,92586,City Hotel,0,148,2016,July,27,1,2,6,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0.0,0,Transient-Party,113.69,0,3,Check-Out,2016-07-09,0.17861433720464556,8,0
92596,92601,City Hotel,0,35,2016,July,28,8,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,135.9,0,0,Check-Out,2016-07-09,0.47719612611459533,1,0
92606,92611,City Hotel,0,46,2016,July,28,8,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,112.5,0,2,Check-Out,2016-07-09,0.2209284392350401,1,0
92607,92612,City Hotel,0,14,2016,July,28,8,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,139.0,0,1,Check-Out,2016-07-09,0.22017879180086086,1,0
92649,92654,City Hotel,0,162,2016,July,28,6,0,4,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,130.05,0,1,Check-Out,2016-07-10,0.22017879180086086,4,0
92650,92655,City Hotel,0,151,2016,July,27,1,2,7,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,167.45,0,2,Check-Out,2016-07-10,0.2209284392350401,9,0
92651,92656,City Hotel,0,157,2016,July,28,7,0,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,2,No Deposit,9.0,0.0,0,Transient,123.3,1,1,Check-Out,2016-07-10,0.22017879180086086,3,0
92667,92672,City Hotel,0,158,2016,July,28,7,0,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient-Party,146.7,0,2,Check-Out,2016-07-10,0.2209284392350401,3,0
92707,92712,City Hotel,0,156,2016,July,28,3,3,5,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,1,No Deposit,0.0,0.0,0,Transient-Party,128.44,0,1,Check-Out,2016-07-11,0.22017879180086086,8,0
92708,92713,City Hotel,0,156,2016,July,28,3,3,5,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,0,No Deposit,0.0,0.0,0,Transient-Party,110.44,0,1,Check-Out,2016-07-11,0.22017879180086086,8,0
92711,92716,City Hotel,0,110,2016,July,28,7,1,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,138.55,0,2,Check-Out,2016-07-11,0.2209284392350401,4,0
92777,92782,City Hotel,0,193,2016,July,28,8,2,2,2,1.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,22.0,0.0,0,Transient,93.58,0,0,Check-Out,2016-07-12,0.47719612611459533,4,0
92779,92784,City Hotel,0,99,2016,July,28,9,2,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,109.5,0,1,Check-Out,2016-07-12,0.22017879180086086,3,0
92789,92794,City Hotel,0,1,2016,July,28,8,2,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,184.5,0,2,Check-Out,2016-07-12,0.2209284392350401,4,0
92800,92805,City Hotel,0,22,2016,July,28,9,2,1,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,138.0,0.0,0,Transient,85.0,0,0,Check-Out,2016-07-12,0.47719612611459533,3,0
92831,92836,City Hotel,0,51,2016,July,28,9,2,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,154.35,0,1,Check-Out,2016-07-13,0.22017879180086086,4,0
92843,92848,City Hotel,0,13,2016,July,29,11,1,1,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,0,No Deposit,0.0,62.0,0,Transient,79.0,0,0,Check-Out,2016-07-13,0.47719612611459533,2,0
92844,92849,City Hotel,1,0,2016,October,43,17,1,0,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,1,0,No Deposit,0.0,62.0,0,Transient,95.0,0,0,Canceled,2016-10-17,0.47719612611459533,1,1
92845,92850,City Hotel,0,13,2016,July,29,11,1,1,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,0,No Deposit,0.0,62.0,0,Transient,79.0,0,0,Check-Out,2016-07-13,0.47719612611459533,2,0
92846,92851,City Hotel,0,13,2016,July,29,11,1,1,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,0,No Deposit,0.0,62.0,0,Transient,79.0,0,0,Check-Out,2016-07-13,0.47719612611459533,2,0
92847,92852,City Hotel,0,0,2016,October,41,5,0,1,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,1,0,No Deposit,0.0,62.0,0,Transient-Party,95.0,0,0,Check-Out,2016-10-06,0.47719612611459533,1,0
92897,92902,City Hotel,0,101,2016,July,29,11,1,2,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,22.0,0.0,0,Transient,81.25,0,0,Check-Out,2016-07-14,0.47719612611459533,3,0
92899,92904,City Hotel,0,64,2016,July,29,12,0,2,2,0.0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,85.0,0.0,0,Transient,63.75,0,0,Check-Out,2016-07-14,0.47719612611459533,2,0
92908,92913,City Hotel,0,90,2016,July,28,7,2,5,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,159.0,0.0,0,Transient,144.13,0,2,Check-Out,2016-07-14,0.2209284392350401,7,0
92925,92930,City Hotel,0,141,2016,July,29,10,2,2,2,2.0,0,HB,ESP,Online TA,TA/TO,0,0,0,4,No Deposit,9.0,0.0,0,Transient,195.25,1,1,Check-Out,2016-07-14,0.22017879180086086,4,0
93018,93023,City Hotel,0,90,2016,July,29,13,0,3,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,28.0,0.0,0,Transient,102.25,0,1,Check-Out,2016-07-16,0.22017879180086086,3,0
93024,93029,City Hotel,0,16,2016,July,29,14,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,160.0,0,1,Check-Out,2016-07-16,0.22017879180086086,2,0
93027,93032,City Hotel,0,119,2016,July,29,13,0,3,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,42.0,0.0,0,Transient-Party,97.75,0,1,Check-Out,2016-07-16,0.22017879180086086,3,0
93038,93043,City Hotel,0,24,2016,July,28,9,2,5,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,184.33,0,2,Check-Out,2016-07-16,0.2209284392350401,7,0
93100,93105,City Hotel,0,141,2016,July,29,14,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,103.5,1,1,Check-Out,2016-07-17,0.22017879180086086,3,0
93103,93108,City Hotel,0,139,2016,July,29,16,0,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,137.7,0,0,Check-Out,2016-07-17,0.47719612611459533,1,0
93113,93118,City Hotel,0,84,2016,July,29,15,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,121.5,0,2,Check-Out,2016-07-17,0.2209284392350401,2,0
93114,93119,City Hotel,0,84,2016,July,29,15,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,121.5,0,2,Check-Out,2016-07-17,0.2209284392350401,2,0
93130,93135,City Hotel,0,125,2016,July,29,14,0,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,14.0,0.0,0,Transient,94.5,0,0,Check-Out,2016-07-17,0.47719612611459533,3,0
93136,93141,City Hotel,0,84,2016,July,29,15,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,121.5,0,2,Check-Out,2016-07-17,0.2209284392350401,2,0
93167,93172,City Hotel,0,118,2016,July,29,11,2,5,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0.0,0,Transient,133.46,0,1,Check-Out,2016-07-18,0.22017879180086086,7,0
93177,93182,City Hotel,0,81,2016,July,29,11,2,5,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,190.29,0,0,Check-Out,2016-07-18,0.47719612611459533,7,0
93189,93194,City Hotel,0,86,2016,July,29,14,1,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0.0,0,Transient,137.7,0,2,Check-Out,2016-07-18,0.2209284392350401,4,0
93222,93227,City Hotel,0,8,2016,July,30,17,2,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,160.0,0,1,Check-Out,2016-07-19,0.22017879180086086,2,0
93226,93231,City Hotel,0,95,2016,July,29,15,2,2,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,83.0,0.0,0,Transient,79.56,0,0,Check-Out,2016-07-19,0.47719612611459533,4,0
93231,93236,City Hotel,0,66,2016,July,30,18,1,0,1,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,7.0,0.0,0,Transient,69.3,0,1,Check-Out,2016-07-19,0.22017879180086086,1,0
93339,93344,City Hotel,0,14,2016,July,30,20,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,8.0,0.0,0,Transient,96.0,0,1,Check-Out,2016-07-21,0.22017879180086086,1,0
93349,93354,City Hotel,0,51,2016,July,30,18,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,132.9,0,1,Check-Out,2016-07-21,0.22017879180086086,3,0
93350,93355,City Hotel,0,81,2016,July,30,18,1,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,130.5,1,2,Check-Out,2016-07-21,0.2209284392350401,3,0
93371,93376,City Hotel,0,8,2016,July,30,20,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,105.0,0,1,Check-Out,2016-07-21,0.22017879180086086,1,0
93376,93381,City Hotel,0,41,2016,July,30,19,0,2,2,0.0,1,HB,ESP,Online TA,TA/TO,0,0,0,2,No Deposit,9.0,0.0,0,Transient,161.1,1,2,Check-Out,2016-07-21,0.2209284392350401,2,0
93377,93382,City Hotel,0,38,2016,July,30,19,0,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,159.3,1,2,Check-Out,2016-07-21,0.2209284392350401,2,0
93378,93383,City Hotel,0,186,2016,July,30,18,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,105.3,1,1,Check-Out,2016-07-21,0.22017879180086086,3,0
93380,93385,City Hotel,0,1,2016,July,30,20,0,1,1,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,86.0,0.0,0,Transient,93.0,0,0,Check-Out,2016-07-21,0.47719612611459533,1,0
93382,93387,City Hotel,0,91,2016,July,30,18,1,2,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,195.0,0,2,Check-Out,2016-07-21,0.2209284392350401,3,0
93395,93400,City Hotel,0,12,2016,July,30,18,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,149.33,0,1,Check-Out,2016-07-21,0.22017879180086086,3,0
93415,93420,City Hotel,0,92,2016,July,30,17,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0.0,0,Transient,123.5,1,0,Check-Out,2016-07-21,0.47719612611459533,4,0
93417,93422,City Hotel,0,19,2016,July,30,20,0,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,146.0,0,2,Check-Out,2016-07-21,0.2209284392350401,1,0
93429,93434,City Hotel,0,42,2016,July,30,18,1,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,135.9,1,1,Check-Out,2016-07-22,0.22017879180086086,4,0
93432,93437,City Hotel,0,13,2016,July,30,19,0,3,2,1.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,208.83,0,3,Check-Out,2016-07-22,0.17861433720464556,3,0
93442,93447,City Hotel,0,99,2016,July,30,18,1,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,141.75,0,2,Check-Out,2016-07-22,0.2209284392350401,4,0
93448,93453,City Hotel,0,4,2016,July,29,15,2,5,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,89.0,0.0,0,Transient,133.41,0,1,Check-Out,2016-07-22,0.22017879180086086,7,0
93460,93465,City Hotel,0,78,2016,July,30,17,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0.0,0,Transient,107.1,0,1,Check-Out,2016-07-22,0.22017879180086086,5,0
93528,93533,City Hotel,0,89,2016,July,29,16,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0.0,0,Transient,155.57,0,2,Check-Out,2016-07-23,0.2209284392350401,7,0
93557,93562,City Hotel,0,22,2016,July,30,21,0,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,240.0,0,1,Check-Out,2016-07-23,0.22017879180086086,2,0
93611,93616,City Hotel,0,63,2016,July,30,23,0,1,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,121.5,0,2,Check-Out,2016-07-24,0.2209284392350401,1,0
93647,93652,City Hotel,0,17,2016,July,30,23,0,1,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,3,No Deposit,9.0,0.0,0,Transient-Party,196.0,1,2,Check-Out,2016-07-24,0.2209284392350401,1,0
93675,93680,City Hotel,0,102,2016,July,30,22,1,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,189.3,0,0,Check-Out,2016-07-25,0.47719612611459533,3,0
93687,93692,City Hotel,0,12,2016,July,31,24,1,0,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,139.0,0,0,Check-Out,2016-07-25,0.47719612611459533,1,0
93745,93750,City Hotel,0,97,2016,July,30,21,2,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0.0,0,Transient,141.3,0,2,Check-Out,2016-07-26,0.2209284392350401,5,0
93774,93779,City Hotel,0,83,2016,July,31,24,2,1,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,22.0,0.0,0,Transient,96.9,0,1,Check-Out,2016-07-27,0.22017879180086086,3,0
93850,93855,City Hotel,0,3,2016,July,31,25,1,2,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,14.0,0.0,0,Transient,205.33,0,2,Check-Out,2016-07-28,0.2209284392350401,3,0
93852,93857,City Hotel,0,37,2016,July,31,25,1,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,0.0,0.0,0,Transient,146.7,0,2,Check-Out,2016-07-28,0.2209284392350401,3,0
93862,93867,City Hotel,0,83,2016,July,31,25,1,2,2,1.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,83.0,0.0,0,Transient,117.1,1,0,Check-Out,2016-07-28,0.47719612611459533,3,0
93886,93891,City Hotel,0,17,2016,July,31,26,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,178.0,1,2,Check-Out,2016-07-28,0.2209284392350401,2,0
93911,93916,City Hotel,0,178,2016,July,30,23,2,4,2,0.0,1,HB,ESP,Online TA,TA/TO,0,0,0,3,No Deposit,9.0,0.0,0,Transient,132.25,1,2,Check-Out,2016-07-29,0.2209284392350401,6,0
93925,93930,City Hotel,0,179,2016,July,31,25,1,3,2,1.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,1,No Deposit,83.0,0.0,0,Transient,85.6,0,1,Check-Out,2016-07-29,0.22017879180086086,4,0
93931,93936,City Hotel,0,67,2016,July,31,24,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,105.3,0,3,Check-Out,2016-07-29,0.17861433720464556,5,0
93934,93939,City Hotel,0,67,2016,July,31,24,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,105.3,0,3,Check-Out,2016-07-29,0.17861433720464556,5,0
93947,93952,City Hotel,0,158,2016,July,31,25,1,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,89.25,0,3,Check-Out,2016-07-29,0.17861433720464556,4,0
93972,93977,City Hotel,0,102,2016,July,31,25,1,4,3,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,22.0,0.0,0,Transient,105.9,0,0,Check-Out,2016-07-30,0.47719612611459533,5,0
93982,93987,City Hotel,0,24,2016,July,31,28,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,14.0,0.0,0,Transient,96.9,0,1,Check-Out,2016-07-30,0.22017879180086086,2,0
93984,93989,City Hotel,0,0,2016,July,31,28,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,1,No Deposit,0.0,0.0,0,Transient,139.0,0,0,Check-Out,2016-07-30,0.47719612611459533,2,0
93985,93990,City Hotel,0,0,2016,July,31,28,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,0.0,0.0,0,Transient,139.0,0,0,Check-Out,2016-07-30,0.47719612611459533,2,0
93986,93991,City Hotel,0,11,2016,July,31,25,1,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,138.0,0.0,0,Transient,85.0,0,0,Check-Out,2016-07-30,0.47719612611459533,5,0
93992,93997,City Hotel,0,11,2016,July,31,25,1,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,138.0,0.0,0,Transient,85.0,0,0,Check-Out,2016-07-30,0.47719612611459533,5,0
93996,94001,City Hotel,0,7,2016,July,31,26,0,4,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,85.0,0.0,0,Transient,85.0,0,0,Check-Out,2016-07-30,0.47719612611459533,4,0
94002,94007,City Hotel,0,3,2016,July,31,28,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,14.0,0.0,0,Transient,109.65,0,0,Check-Out,2016-07-30,0.47719612611459533,2,0
94081,94086,City Hotel,0,94,2016,July,31,28,0,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,149.7,1,0,Check-Out,2016-07-31,0.47719612611459533,3,0
94236,94241,City Hotel,0,35,2016,August,32,1,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,144.9,0,1,Check-Out,2016-08-02,0.22017879180086086,1,0
94249,94254,City Hotel,0,36,2016,July,31,26,2,5,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,168.3,0,1,Check-Out,2016-08-02,0.22017879180086086,7,0
94262,94267,City Hotel,0,181,2016,July,31,30,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,8.0,0.0,0,Transient,103.95,0,1,Check-Out,2016-08-03,0.22017879180086086,4,0
94315,94320,City Hotel,0,4,2016,August,32,2,0,1,2,0.0,0,SC,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,6.0,0.0,0,Transient,87.2,0,0,Check-Out,2016-08-03,0.47719612611459533,1,0
94336,94341,City Hotel,0,1,2016,August,32,1,1,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,89.0,0.0,0,Transient,71.65,0,0,Check-Out,2016-08-03,0.47719612611459533,2,0
94354,94359,City Hotel,0,16,2016,July,32,31,2,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,173.67,0,1,Check-Out,2016-08-03,0.22017879180086086,3,0
94367,94372,City Hotel,0,160,2016,July,32,31,2,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,141.18,0,1,Check-Out,2016-08-04,0.22017879180086086,4,0
94396,94401,City Hotel,0,188,2016,July,31,30,2,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,14.0,0.0,0,Transient-Party,87.55,0,0,Check-Out,2016-08-04,0.47719612611459533,5,0
94402,94407,City Hotel,0,108,2016,July,31,30,2,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,0,No Deposit,168.0,0.0,0,Transient,81.25,0,0,Check-Out,2016-08-04,0.47719612611459533,5,0
94411,94416,City Hotel,0,14,2016,August,32,1,1,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,167.0,0,2,Check-Out,2016-08-04,0.2209284392350401,3,0
94417,94422,City Hotel,0,12,2016,August,32,1,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,128.0,1,2,Check-Out,2016-08-04,0.2209284392350401,3,0
94418,94423,City Hotel,0,12,2016,August,32,1,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,119.0,0,2,Check-Out,2016-08-04,0.2209284392350401,3,0
94432,94437,City Hotel,0,188,2016,July,31,30,2,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,14.0,0.0,0,Transient-Party,105.55,1,0,Check-Out,2016-08-04,0.47719612611459533,5,0
94442,94447,City Hotel,0,174,2016,August,32,2,0,2,3,0.0,1,BB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0.0,0,Transient,166.7,0,2,Check-Out,2016-08-04,0.2209284392350401,2,0
94458,94463,City Hotel,0,2,2016,August,32,3,0,2,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,0,No Deposit,280.0,0.0,0,Transient,94.0,0,0,Check-Out,2016-08-05,0.47719612611459533,2,0
94486,94491,City Hotel,0,30,2016,August,32,2,0,3,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,134.1,0,1,Check-Out,2016-08-05,0.22017879180086086,3,0
94489,94494,City Hotel,0,1,2016,August,32,4,0,1,2,0.0,0,SC,ESP,Direct,Direct,0,0,0,0,No Deposit,0.0,0.0,0,Transient,139.0,1,2,Check-Out,2016-08-05,0.2209284392350401,1,0
94491,94496,City Hotel,0,1,2016,August,32,4,0,1,2,0.0,0,SC,ESP,Direct,Direct,0,0,0,0,No Deposit,0.0,0.0,0,Transient,139.0,1,2,Check-Out,2016-08-05,0.2209284392350401,1,0
94520,94525,City Hotel,0,158,2016,August,32,3,0,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,137.7,0,1,Check-Out,2016-08-06,0.22017879180086086,3,0
94524,94529,City Hotel,0,118,2016,August,32,1,1,4,3,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,2,No Deposit,9.0,0.0,0,Transient,189.0,0,2,Check-Out,2016-08-06,0.2209284392350401,5,0
94527,94532,City Hotel,0,24,2016,August,32,4,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,148.0,0,2,Check-Out,2016-08-06,0.2209284392350401,2,0
94529,94534,City Hotel,0,24,2016,August,32,4,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,139.0,0,2,Check-Out,2016-08-06,0.2209284392350401,2,0
94534,94539,City Hotel,0,81,2016,August,32,3,0,3,2,1.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,14.0,0.0,0,Transient,159.3,1,0,Check-Out,2016-08-06,0.47719612611459533,3,0
94535,94540,City Hotel,0,156,2016,August,32,2,0,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,99.45,0,0,Check-Out,2016-08-06,0.47719612611459533,4,0
94539,94544,City Hotel,0,134,2016,August,32,1,1,4,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,176.45,0,1,Check-Out,2016-08-06,0.22017879180086086,5,0
94545,94550,City Hotel,0,84,2016,August,32,4,0,2,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0.0,0,Transient,134.1,0,1,Check-Out,2016-08-06,0.22017879180086086,2,0
94549,94554,City Hotel,0,84,2016,August,32,4,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,1,No Deposit,9.0,0.0,0,Transient,126.9,1,1,Check-Out,2016-08-06,0.22017879180086086,2,0
94564,94569,City Hotel,0,103,2016,August,32,1,1,4,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,146.7,1,0,Check-Out,2016-08-06,0.47719612611459533,5,0
94587,94592,City Hotel,0,141,2016,August,32,1,1,5,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,131.47,0,1,Check-Out,2016-08-07,0.22017879180086086,6,0
94595,94600,City Hotel,0,4,2016,August,32,6,0,1,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,139.0,0,1,Check-Out,2016-08-07,0.22017879180086086,1,0
94597,94602,City Hotel,0,92,2016,August,32,1,1,5,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,0,No Deposit,14.0,0.0,0,Transient,116.1,1,0,Check-Out,2016-08-07,0.47719612611459533,6,0
94599,94604,City Hotel,0,45,2016,August,32,3,0,4,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,161.1,1,1,Check-Out,2016-08-07,0.22017879180086086,4,0
94609,94614,City Hotel,0,30,2016,August,32,5,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,0,No Deposit,9.0,0.0,0,Transient,144.9,1,1,Check-Out,2016-08-07,0.22017879180086086,2,0
